Filename,Token Length
CPP_78.bc,8893
CPP_139.bc,1724
CPP_40.bc,4750
CPP_106.bc,11962
CPP_82.bc,2711
CPP_76.bc,1723
CPP_49.bc,1542
CPP_108.bc,4180
CPP_71.bc,2173
CPP_85.bc,3141
CPP_163.bc,10581
CPP_25.bc,12267
CPP_152.bc,11534
CPP_155.bc,13681
CPP_13.bc,1519
CPP_109.bc,3578
CPP_136.bc,6260
CPP_77.bc,1670
CPP_83.bc,1802
CPP_48.bc,7539
CPP_131.bc,9948
CPP_41.bc,1015
CPP_138.bc,1094
CPP_46.bc,3661
CPP_100.bc,11581
CPP_12.bc,6846
CPP_23.bc,1846
CPP_24.bc,1669
CPP_0.bc,4302
CPP_39.bc,2470
CPP_30.bc,10589
CPP_9.bc,11266
CPP_122.bc,2743
CPP_64.bc,8386
CPP_63.bc,3367
CPP_97.bc,1333
CPP_55.bc,3084
CPP_99.bc,2653
CPP_114.bc,3120
CPP_52.bc,3498
CPP_31.bc,1880
CPP_8.bc,5888
CPP_36.bc,2214
CPP_146.bc,11613
CPP_141.bc,14747
CPP_115.bc,5448
CPP_98.bc,9017
CPP_53.bc,1008
CPP_54.bc,11683
CPP_124.bc,15108
CPP_96.bc,12438
CPP_62.bc,11349
CPP_91.bc,3391
CPP_21.bc,5285
CPP_151.bc,4157
CPP_43.bc,3961
CPP_102.bc,1501
CPP_72.bc,3605
CPP_134.bc,3458
CPP_75.bc,2278
CPP_133.bc,3566
CPP_150.bc,1770
CPP_16.bc,10312
CPP_157.bc,2315
CPP_11.bc,7288
CPP_18.bc,10394
CPP_27.bc,13549
CPP_159.bc,5832
CPP_74.bc,7435
CPP_80.bc,3731
CPP_132.bc,3630
CPP_73.bc,3124
CPP_135.bc,3258
CPP_45.bc,1061
CPP_42.bc,4171
CPP_89.bc,13088
CPP_126.bc,3561
CPP_60.bc,1051
CPP_121.bc,3364
CPP_128.bc,3625
CPP_110.bc,6975
CPP_56.bc,3605
CPP_4.bc,4376
CPP_3.bc,3522
CPP_68.bc,12617
CPP_57.bc,3263
CPP_59.bc,2099
CPP_66.bc,2884
CPP_92.bc,1995
CPP_127.bc,6530
CPP_95.bc,12214
CPP_61.bc,3605
CPP_35.bc,3277
CPP_32.bc,12818
CPP_2.bc,1073
CPP_142.bc,3899
CPP_5.bc,12875
